0.362411	-0.779262	-1.000000
-0.556727	0.169785	-1.000000
0.267734	-0.205630	1.000000
0.001462	0.014168	1.000000
0.352042	-0.678236	-1.000000
-0.330317	0.355786	1.000000
0.793956	0.224671	-1.000000
-0.522338	-0.836389	-1.000000
-0.816663	0.116904	-1.000000
-0.649888	0.623529	-1.000000
-0.639986	0.759064	-1.000000
-0.080944	-0.085559	1.000000
0.308188	0.254849	1.000000
0.450333	-0.111704	1.000000
0.136706	-0.378466	1.000000
-0.326183	0.267528	1.000000
0.915427	0.022668	-1.000000
-0.018813	0.228605	1.000000
0.205093	0.036381	1.000000
0.150192	0.002818	1.000000
0.655995	0.215454	-1.000000
0.193015	-0.592443	-1.000000
0.620118	0.480396	-1.000000
-0.191086	0.144929	1.000000
-0.216409	-0.264191	1.000000
-0.011227	0.995136	-1.000000
-0.090009	-0.778476	-1.000000
0.102523	0.206723	1.000000
0.021820	-0.007022	1.000000
-0.570481	0.584591	-1.000000
-0.099106	-0.278763	1.000000
-0.277166	0.575799	-1.000000
-0.316238	0.108447	1.000000
-0.074080	-0.024932	1.000000
0.272865	-0.006695	1.000000
-0.022401	-0.929744	-1.000000
-0.160507	-0.149180	1.000000
0.711428	-0.470175	-1.000000
0.081842	-0.004935	1.000000
0.044048	0.143990	1.000000
-0.742533	0.543431	-1.000000
0.000214	-0.046708	1.000000
-0.182676	0.034768	1.000000
-0.408770	0.840748	-1.000000
0.812042	0.399711	-1.000000
-0.682857	-0.544854	-1.000000
0.034706	-0.002130	1.000000
0.005283	-0.000226	1.000000
-0.007062	-0.090991	1.000000
0.280555	0.593699	-1.000000
0.404443	0.317097	-1.000000
-0.744657	0.251037	-1.000000
0.325546	0.464142	-1.000000
-0.315415	0.184535	1.000000
0.747443	-0.556877	-1.000000
-0.021675	0.015728	1.000000
-0.114465	0.078732	1.000000
0.321170	-0.828775	-1.000000
-0.548195	-0.673710	-1.000000
-0.031609	-0.515693	-1.000000
-0.368656	0.231899	1.000000
-0.055950	0.124908	1.000000
0.696961	-0.339135	-1.000000
-0.102885	-0.731811	-1.000000
-0.203489	0.131327	1.000000
0.040217	0.494543	1.000000
-0.074360	0.358904	1.000000
-0.131549	-0.555621	-1.000000
0.572211	-0.614932	-1.000000
-0.431564	-0.160056	1.000000
-0.301906	-0.498514	-1.000000
-0.065356	-0.082559	1.000000
-0.277221	-0.326331	1.000000
-0.343389	-0.666008	-1.000000
-0.260652	-0.068307	1.000000
0.140712	0.880580	-1.000000
0.734692	0.256452	-1.000000
-0.601265	0.152241	-1.000000
-0.718205	-0.306037	-1.000000
-0.926417	-0.054532	-1.000000
0.022482	-0.009696	1.000000
0.255965	-0.040007	1.000000
0.281536	0.664642	-1.000000
-0.032428	-0.946394	-1.000000
-0.346523	-0.064269	1.000000
-0.002441	-0.003768	1.000000
-0.057913	-0.495993	1.000000
0.098650	-0.673992	-1.000000
0.359053	-0.307996	1.000000
0.427692	-0.013510	1.000000
0.013427	0.003946	1.000000
-0.821716	-0.434942	-1.000000
0.249983	0.654997	-1.000000
0.000231	0.029109	1.000000
-0.107084	-0.249791	1.000000
0.891724	0.403366	-1.000000
-0.169008	0.060356	1.000000
0.079852	0.444125	1.000000
0.112118	0.287713	1.000000
-0.795200	0.022558	-1.000000
