-0.100605	-0.626667	-1.000000
0.140037	0.708688	-1.000000
-0.771463	-0.626872	-1.000000
-0.010666	-0.002628	1.000000
-0.183189	-0.017363	1.000000
-0.348388	0.211782	1.000000
0.391401	-0.163892	1.000000
-0.741879	-0.504384	-1.000000
0.067161	-0.288961	1.000000
-0.080014	0.929809	-1.000000
-0.242796	0.402682	1.000000
0.590581	-0.435081	-1.000000
-0.051146	0.880554	-1.000000
-0.100169	0.312180	1.000000
-0.855706	0.092635	-1.000000
0.067658	-0.723254	-1.000000
0.055607	-0.038792	1.000000
0.038174	-0.070541	1.000000
0.642438	0.430924	-1.000000
0.418373	-0.152118	1.000000
0.018342	-0.199089	1.000000
-0.360045	-0.197005	1.000000
-0.453005	0.817029	-1.000000
0.773782	0.101966	-1.000000
0.140689	0.275276	1.000000
-0.070112	0.452326	1.000000
-0.292183	0.200354	1.000000
-0.242417	-0.356041	1.000000
-0.260901	-0.659707	-1.000000
0.684305	-0.036577	-1.000000
0.520443	-0.072220	-1.000000
0.031095	-0.048324	1.000000
-0.009300	-0.063696	1.000000
-0.861460	-0.294477	-1.000000
0.647380	0.258042	-1.000000
-0.475320	-0.176784	-1.000000
0.260488	0.689456	-1.000000
-0.063209	0.306678	1.000000
0.261210	-0.616839	-1.000000
0.034786	0.222478	1.000000
0.367254	0.598301	-1.000000
-0.731792	0.308519	-1.000000
0.322578	-0.175455	1.000000
0.582425	-0.029057	-1.000000
0.194037	0.062147	1.000000
0.491859	0.151187	-1.000000
0.079759	-0.337211	1.000000
-0.288088	-0.477934	-1.000000
0.038541	-0.709020	-1.000000
-0.464953	-0.367491	-1.000000
0.034277	0.341949	1.000000
-0.061439	0.209694	1.000000
0.568730	-0.610696	-1.000000
0.023030	-0.036757	1.000000
-0.609040	-0.053284	-1.000000
-0.011183	-0.161674	1.000000
-0.583605	0.024160	-1.000000
-0.045127	-0.014105	1.000000
0.090492	-0.120154	1.000000
0.787371	0.558226	-1.000000
0.634830	0.471686	-1.000000
-0.387788	-0.132963	1.000000
-0.410722	-0.782324	-1.000000
0.004798	-0.619895	-1.000000
-0.462894	-0.215919	-1.000000
0.014088	-0.356499	1.000000
0.041727	0.019672	1.000000
-0.001813	-0.000399	1.000000
0.839471	0.390633	-1.000000
0.096856	0.181558	1.000000
0.052035	0.046463	1.000000
0.151743	-0.215783	1.000000
-0.035365	-0.125791	1.000000
0.253361	-0.229449	1.000000
0.171089	0.223080	1.000000
-0.340639	0.262753	1.000000
0.282929	-0.203175	1.000000
0.128409	-0.043865	1.000000
-0.592761	-0.361491	-1.000000
0.157475	-0.216542	1.000000
0.547927	-0.718496	-1.000000
0.013766	0.085707	1.000000
-0.867359	-0.487726	-1.000000
0.079762	-0.883326	-1.000000
0.160466	0.053130	1.000000
0.121906	0.310466	1.000000
0.271503	-0.817153	-1.000000
0.037046	0.238939	1.000000
0.098727	0.315622	1.000000
0.141069	-0.187109	1.000000
0.298036	-0.926622	-1.000000
0.559988	-0.670084	-1.000000
-0.796206	0.069228	-1.000000
0.020823	-0.074676	1.000000
0.698626	0.589550	-1.000000
-0.090272	-0.388190	1.000000
-0.533666	-0.077273	-1.000000
0.074686	-0.325623	1.000000
0.307009	0.706363	-1.000000
-0.407600	-0.314869	-1.000000
